"","mile","time","kde1.estimate"
"31623",112.5,6.66666666666667,0.00133489900522928
"31624",112.75,6.66666666666667,0.00135057802807182
"31625",113,6.66666666666667,0.00136773035487089
"31626",113.25,6.66666666666667,0.00138623452135865
"31627",113.5,6.66666666666667,0.00140596235353417
"31628",113.75,6.66666666666667,0.00142677990709385
"31629",114,6.66666666666667,0.00144854843334065
"31630",114.25,6.66666666666667,0.00147112536355241
"31631",114.5,6.66666666666667,0.00149436530363682
"31632",114.75,6.66666666666667,0.00151812103080558
"31633",115,6.66666666666667,0.00154224448397295
"31634",115.25,6.66666666666667,0.00156658773963205
"31635",115.5,6.66666666666667,0.00159100396509622
"31636",115.75,6.66666666666667,0.00161534834121808
"31637",116,6.66666666666667,0.00163947894702226
"31638",116.25,6.66666666666667,0.00166325759911101
"31639",116.5,6.66666666666667,0.00168655063922578
"31640",116.75,6.66666666666667,0.00170922966397012
"31641",117,6.66666666666667,0.00173117219141276
"31642",117.25,6.66666666666667,0.00175226226008726
"31643",117.5,6.66666666666667,0.00177239095677238
"31644",117.75,6.66666666666667,0.00179145687036209
"31645",118,6.66666666666667,0.00180936647009783
"31646",118.25,6.66666666666667,0.00182603440741929
"31647",118.5,6.66666666666667,0.0018413837416738
"31648",118.75,6.66666666666667,0.00185534609088652
"31649",119,6.66666666666667,0.00186786170971382
"31650",119.25,6.66666666666667,0.00187887949755956
"31651",119.5,6.66666666666667,0.00188835694061023
"31652",119.75,6.66666666666667,0.00189625999222304
"31653",120,6.66666666666667,0.00190256289666733
"31654",120.25,6.66666666666667,0.00190724796166336
"31655",120.5,6.66666666666667,0.00191030528547651
"31656",120.75,6.66666666666667,0.00191173244450645
"31657",121,6.66666666666667,0.00191153414735977
"31658",121.25,6.66666666666667,0.00190972186131734
"31659",121.5,6.66666666666667,0.00190631341691094
"31660",121.75,6.66666666666667,0.00190133259602184
"31661",122,6.66666666666667,0.0018948087085198
"31662",122.25,6.66666666666667,0.00188677616199465
"31663",122.5,6.66666666666667,0.00187727402861081
"31664",122.75,6.66666666666667,0.00186634561256137
"31665",123,6.66666666666667,0.00185403802103085
"31666",123.25,6.66666666666667,0.00184040174101729
